"Item Type","Product ID","Product SKU","Product Name","Category String",Weight,Description,Price,"Retail Price","Sale Price","Cost Price","Calculated Price","Stock Level","Low Stock Level","Track Inventory","Product Inventoried","Sort Order","Product Not Visible","Product Visible","Allow Purchases","Product Availability","Minimum Purchase Quantity","Maximum Purchase Quantity","Free Shipping","Fixed Shipping Price",Width,Height,Depth,"Brand + Name",Brand,Warranty,"Bin Picking Number","Product Condition","Show Product Condition","Product UPC/EAN","Product Tax Class","Tax Provider Tax Code","Search Keywords","Page Title","Meta Keywords","Meta Description","Product URL","Redirect Old URL?","Option Set","Option Set Align","Stop Processing Rules","Product Custom Fields","Product Image ID - 1","Product Image File - 1","Product Image Path - 1","Product Image URL - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Index - 1","Product Image ID - 2","Product Image File - 2","Product Image Path - 2","Product Image URL - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Index - 2","Product Image ID - 3","Product Image File - 3","Product Image Path - 3","Product Image URL - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Index - 3","Product Image ID - 4","Product Image File - 4","Product Image Path - 4","Product Image URL - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Index - 4","Product Image ID - 5","Product Image File - 5","Product Image Path - 5","Product Image URL - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Index - 5","Product Image ID - 6","Product Image File - 6","Product Image Path - 6","Product Image URL - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Index - 6","Product Image ID - 7","Product Image File - 7","Product Image Path - 7","Product Image URL - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Index - 7","Product Image ID - 8","Product Image File - 8","Product Image Path - 8","Product Image URL - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Index - 8","Product Image ID - 9","Product Image File - 9","Product Image Path - 9","Product Image URL - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Index - 9","Product Image ID - 10","Product Image File - 10","Product Image Path - 10","Product Image URL - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Index - 10","Product Image ID - 11","Product Image File - 11","Product Image Path - 11","Product Image URL - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Index - 11","Product Image ID - 12","Product Image File - 12","Product Image Path - 12","Product Image URL - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Index - 12","Product Image ID - 13","Product Image File - 13","Product Image Path - 13","Product Image URL - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Index - 13","Product Image ID - 14","Product Image File - 14","Product Image Path - 14","Product Image URL - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Index - 14","Product Image ID - 15","Product Image File - 15","Product Image Path - 15","Product Image URL - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Index - 15","Category ID - 1","Category Name - 1","Category Path - 1","Category ID - 2","Category Name - 2","Category Path - 2","Category ID - 3","Category Name - 3","Category Path - 3","Category ID - 4","Category Name - 4","Category Path - 4","Category ID - 5","Category Name - 5","Category Path - 5","Category ID - 6","Category Name - 6","Category Path - 6","Category ID - 7","Category Name - 7","Category Path - 7","Category ID - 8","Category Name - 8","Category Path - 8","Category ID - 9","Category Name - 9","Category Path - 9","Category ID - 10","Category Name - 10","Category Path - 10","Category ID - 11","Category Name - 11","Category Path - 11","Category ID - 12","Category Name - 12","Category Path - 12","Category ID - 13","Category Name - 13","Category Path - 13","Category ID - 14","Category Name - 14","Category Path - 14","Product Type","Shipping Groups","Origin Locations","Dimensional Rules","Event Date Required","Event Date Name","Event Date Is Limited","Event Date Start Date","Event Date End Date","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","GPS Custom Item","Date Added","Date Modified"
"  SKU",7591,305-HO,"[RB]Family Design=Home Hitch Camper Van",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7600,305-SU,"[RB]Family Design=Sunflower Truck Family",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7601,305-TH,"[RB]Family Design=This House Is Full of Dog Wags",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7617,305-TH-1,"[RB]Family Design=This House Runs on Love Laughter and Inappropriate Humor",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7618,305-TH-1-1,"[RB]Family Design=This Is My Happy Place",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7619,305-TH-1-1-1,"[RB]Family Design=Thou Shalt Not Try Me",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7639,305-WE,"[RB]Family Design=Welcome to Our Beautiful Chaos",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7235,305-WR,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7235_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7235_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9899,305-EV,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9899_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9899_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9898,305-FA-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9898_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9898_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9897,305-TH-1-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9897_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9897_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9896,305-TH-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9896_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9896_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9895,305-HI,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9895_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9895_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9894,305-BE,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9894_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9894_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9893,305-WE,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9893_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9893_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9892,305-TH-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9892_source_1605496188.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9892_source_1605496188.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9891,305-FA-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9891_source_1605496188.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9891_source_1605496188.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9890,305-TH,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9890_source_1605496188.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9890_source_1605496188.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9889,305-SU,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9889_source_1605496188.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9889_source_1605496188.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9888,305-AL,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9888_source_1605496188.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9888_source_1605496188.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9887,305-HO,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9887_source_1605496188.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9887_source_1605496188.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7251,305-TR,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7251_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7251_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7250,305-PE,,,,,,,,,,,,,,,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7248,305-MA,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7248_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7248_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7234,305-CA,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7234_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7234_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7236,305-WR-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7236_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7236_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7237,305-WR-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7237_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7237_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7238,305-WR-1-1-1,,,,,,,,,,,,,,,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7238_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7238_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7239,305-WR-1-1-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7239_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7239_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7240,305-WR-1-1-1-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7240_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7240_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7241,305-WR-1-1-1-1-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7241_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7241_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7242,305-WR-1-1-1-1-1-1-1,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7242_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7242_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7243,305-BO,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7243_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7243_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7244,305-EL,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7244_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7244_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7245,305-FA,,,,,,,,,,,,,,,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7245_source_1605496185.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7245_source_1605496185.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7246,305-IN,,,,,,,,,,,,,,,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7246_source_1605496189.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7246_source_1605496189.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7247,305-TI,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7247_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7247_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7249,305-RO,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7249_source_1601852674.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/7249_source_1601852674.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12722,,"[S]Size=12"" - .44 Thickness",,,,[ADD]5,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12723,,"[S]Size=15"" - 1"" Thickness",,,,[ADD]10,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12724,,"[S]Size=18"" - 1"" Thickness",,,,[ADD]15,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
