"Item Type","Product ID","Product SKU","Product Name","Category String",Weight,Description,Price,"Retail Price","Sale Price","Cost Price","Calculated Price","Stock Level","Low Stock Level","Track Inventory","Product Inventoried","Sort Order","Product Not Visible","Product Visible","Allow Purchases","Product Availability","Minimum Purchase Quantity","Maximum Purchase Quantity","Free Shipping","Fixed Shipping Price",Width,Height,Depth,"Brand + Name",Brand,Warranty,"Bin Picking Number","Product Condition","Show Product Condition","Product UPC/EAN","Product Tax Class","Tax Provider Tax Code","Search Keywords","Page Title","Meta Keywords","Meta Description","Product URL","Redirect Old URL?","Option Set","Option Set Align","Stop Processing Rules","Product Custom Fields","Product Image ID - 1","Product Image File - 1","Product Image Path - 1","Product Image URL - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Index - 1","Product Image ID - 2","Product Image File - 2","Product Image Path - 2","Product Image URL - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Index - 2","Product Image ID - 3","Product Image File - 3","Product Image Path - 3","Product Image URL - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Index - 3","Product Image ID - 4","Product Image File - 4","Product Image Path - 4","Product Image URL - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Index - 4","Product Image ID - 5","Product Image File - 5","Product Image Path - 5","Product Image URL - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Index - 5","Product Image ID - 6","Product Image File - 6","Product Image Path - 6","Product Image URL - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Index - 6","Product Image ID - 7","Product Image File - 7","Product Image Path - 7","Product Image URL - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Index - 7","Product Image ID - 8","Product Image File - 8","Product Image Path - 8","Product Image URL - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Index - 8","Product Image ID - 9","Product Image File - 9","Product Image Path - 9","Product Image URL - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Index - 9","Product Image ID - 10","Product Image File - 10","Product Image Path - 10","Product Image URL - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Index - 10","Product Image ID - 11","Product Image File - 11","Product Image Path - 11","Product Image URL - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Index - 11","Product Image ID - 12","Product Image File - 12","Product Image Path - 12","Product Image URL - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Index - 12","Product Image ID - 13","Product Image File - 13","Product Image Path - 13","Product Image URL - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Index - 13","Product Image ID - 14","Product Image File - 14","Product Image Path - 14","Product Image URL - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Index - 14","Product Image ID - 15","Product Image File - 15","Product Image Path - 15","Product Image URL - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Index - 15","Category ID - 1","Category Name - 1","Category Path - 1","Category ID - 2","Category Name - 2","Category Path - 2","Category ID - 3","Category Name - 3","Category Path - 3","Category ID - 4","Category Name - 4","Category Path - 4","Category ID - 5","Category Name - 5","Category Path - 5","Category ID - 6","Category Name - 6","Category Path - 6","Category ID - 7","Category Name - 7","Category Path - 7","Category ID - 8","Category Name - 8","Category Path - 8","Category ID - 9","Category Name - 9","Category Path - 9","Category ID - 10","Category Name - 10","Category Path - 10","Category ID - 11","Category Name - 11","Category Path - 11","Category ID - 12","Category Name - 12","Category Path - 12","Category ID - 13","Category Name - 13","Category Path - 13","Category ID - 14","Category Name - 14","Category Path - 14","Product Type","Shipping Groups","Origin Locations","Dimensional Rules","Event Date Required","Event Date Name","Event Date Is Limited","Event Date Start Date","Event Date End Date","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","GPS Custom Item","Date Added","Date Modified"
"  Rule",14907,,"[S]Wood Sign Project Type=Round Sign 12"" - 1"" Thickness",,,,[REMOVE]13,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",14908,,"[S]Wood Sign Project Type=Round Sign 18"" - 1"" Thickness",,,,[ADD]12,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",14909,,"[S]Wood Sign Project Type=Round Sign 15"" - .44 Thickness",,,,[REMOVE]3,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",14910,,"[S]Wood Sign Project Type=Round Sign 18"" - .44 Thickness",,,,[ADD]4,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,416,"Time Spent with Family Round","Time Spent with FamilyRoundSign","Wood Projects/Round Signs/Family & Friends;Wood Projects/Round Signs/Home",1.0000,,18.00,0.00,0.00,0.00,18.00,0,0,none,0,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,"Round Signs  Time Spent with FamilyRoundSign","Round Signs",,,New,0,,"Default Tax Class",,"Faith Family Love","Time spent with family",,"Bicycle Love Wood Sign",/time-spent-with-family/,,,Right,0,,979,IMG_1555__12627.jpg,a/531/IMG_1555__12627.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/a/531/IMG_1555__12627.jpg,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,"Family & Friends","Wood Projects/Round Signs/Family & Friends",778,Home,"Wood Projects/Round Signs/Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,01/26/2021,02/24/2022
"  Rule",12299,,"[RB]Size=Round Sign 12"" Thin Board",,,,[ADD]2,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12300,,"[RB]Size=Round Sign 12""",,,,[ADD]7,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12301,,"[RB]Size=Round Sign 15"" - .44 Thickness",,,,[ADD]17,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12302,,"[RB]Size=Round Sign 18"" - 1/4 Thickness",,,,[ADD]22,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12303,,"[RB]Size=Round Sign 18"" - Shiplap Round - 1/4"" Thickness",,,,[ADD]24,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,417,RedTruck,"3D Red Truck Project","Wood Projects;Wood Projects/One Piece Signs/Farm;Wood Projects/One Piece Signs/Love;Wood Projects/One Piece Signs/Home;Wood Projects/One Piece Signs/Valentines Day",1.0000,"<p>This Sign is limited while Supplies Last!</p> <p>You can stain the main board or paint.&nbsp; Paint or stain your truck and then you design and create the bundle for the back of your truck.&nbsp; This is done on a piece of board that can be switched out for the seasons.</p>",55.00,0.00,0.00,0.00,55.00,20,1,"by product",1,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,"One Piece New Lumber Signs  3D Red Truck Project","One Piece New Lumber Signs",,,New,0,,"Default Tax Class",,"Red Truck","3D Red Truck Project",,,/3d-red-truck-project/,,,Right,0,,982,IMG_1569__11601.jpg,f/402/IMG_1569__11601.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/f/402/IMG_1569__11601.jpg,,1,0,980,IMG_1570__54651.jpg,w/915/IMG_1570__54651.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/w/915/IMG_1570__54651.jpg,,0,1,983,IMG_1571__80002.jpg,l/020/IMG_1571__80002.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/l/020/IMG_1571__80002.jpg,,0,2,981,IMG_1573__32386.jpg,n/531/IMG_1573__32386.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/n/531/IMG_1573__32386.jpg,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,"Wood Projects","Wood Projects",847,Farm,"Wood Projects/One Piece Signs/Farm",850,Love,"Wood Projects/One Piece Signs/Love",853,Home,"Wood Projects/One Piece Signs/Home",864,"Valentines Day","Wood Projects/One Piece Signs/Valentines Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,01/26/2021,01/07/2022
Product,418,,"Be Mine 5x5","Wood Projects;Wood Projects/One Piece Signs/Love;Wood Projects/One Piece Signs/Valentines Day",1.0000,"<p>Framed One Piece 5x5 Sign with Pom-Pom Garland</p>",30.00,0.00,0.00,0.00,30.00,0,0,none,0,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,"One Piece New Lumber Signs  Be Mine 5x5","One Piece New Lumber Signs",,,New,0,,"Default Tax Class",,"Be Mine","Be Mine 5x5",,,/framed-sign-5x5/,,,Right,0,,986,Be_Mine__69128.jpg,f/750/Be_Mine__69128.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/f/750/Be_Mine__69128.jpg,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,"Wood Projects","Wood Projects",850,Love,"Wood Projects/One Piece Signs/Love",864,"Valentines Day","Wood Projects/One Piece Signs/Valentines Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,02/04/2021,01/02/2022
Product,419,,"Candy Bouquet","Candy Bouquets",0.0000,"<p>Custom candy bouquets made just for your loved ones.</p>",20.00,0.00,0.00,0.00,20.00,0,0,none,0,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,"Tags  Candy Bouquet",Tags,,,New,0,,"Default Tax Class",,,"Candy Bouquet",,,/candy-bouquets/,,,Right,0,,991,Candy_bouquet_kitkat_reeses__06058.jpg,t/192/Candy_bouquet_kitkat_reeses__06058.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/t/192/Candy_bouquet_kitkat_reeses__06058.jpg,,1,5,995,IMG_1677__15995.jpg,v/207/IMG_1677__15995.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/v/207/IMG_1677__15995.jpg,,0,6,993,IMG_1679__11631.jpg,x/294/IMG_1679__11631.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/x/294/IMG_1679__11631.jpg,,0,7,994,IMG_1728__83583.jpg,c/067/IMG_1728__83583.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/c/067/IMG_1728__83583.jpg,,0,8,996,IMG_1731__38033.jpg,f/401/IMG_1731__38033.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/f/401/IMG_1731__38033.jpg,,0,9,997,IMG_1725__94467.jpg,d/133/IMG_1725__94467.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/d/133/IMG_1725__94467.jpg,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,"Candy Bouquets","Candy Bouquets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,02/09/2021,02/03/2022
"  SKU",7924,419-RE,"[S]Candy Type=Reeses",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7925,419-KI,"[S]Candy Type=Kit Kats",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7926,419-AI,"[S]Candy Type=Air Heads",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7927,419-BU,"[S]Candy Type=Bubble Gum",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7928,419-SM,"[S]Candy Type=Smarties",,,,,,,0.00,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10727,419-AI,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10727_source_1612922668.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/10727_source_1612922668.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10728,419-RE,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10728_source_1612922669.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/10728_source_1612922669.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10729,419-BU,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10729_source_1612922679.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/10729_source_1612922679.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10730,419-KI,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10730_source_1612922684.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/10730_source_1612922684.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10731,419-SM,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10731_source_1612922687.jpg,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/10731_source_1612922687.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,420,"Bee Kind","Bee Kind","Wood Projects/Puzzle Piece",1.0000,,18.00,0.00,0.00,0.00,18.00,0,0,none,0,0,1,0,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,"Prefinished White Wash Signs  Bee Kind","Prefinished White Wash Signs",,,New,0,,"Default Tax Class",,"Bee Kind","Bee Kind",,"Bee Kind Wood Sign",/bee-kind/,,,Right,0,,998,Bee_Kind__69736.jpg,l/586/Bee_Kind__69736.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/l/586/Bee_Kind__69736.jpg,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,"Puzzle Piece","Wood Projects/Puzzle Piece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,02/12/2021,01/02/2022
Product,423,DontBeJellyOnePiece,"Don't Be Jelly One Piece","Wood Projects/One Piece Signs/Easter;Wood Projects/One Piece Signs/Spring;Wood Projects/One Piece Signs/Kids",1.0000,,30.00,0.00,0.00,0.00,30.00,0,0,none,0,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000," Don't Be Jelly One Piece",,,,New,0,,"Default Tax Class",,"Don't Be Jelly","One Piece Signs",,"Don't Be Jelly Wood Project",/dont-be-jelly/,,,Right,0,,1001,Dont_Be_Jelly__11807.jpg,d/889/Dont_Be_Jelly__11807.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/d/889/Dont_Be_Jelly__11807.jpg,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,Easter,"Wood Projects/One Piece Signs/Easter",922,Spring,"Wood Projects/One Piece Signs/Spring",923,Kids,"Wood Projects/One Piece Signs/Kids",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,02/13/2021,02/24/2022
"  Rule",14915,,"[S]Wood Sign Project Type=One Piece 16x16",,,,[ADD]5,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",14916,,"[S]Wood Sign Project Type=One Piece 5x5",,,,[REMOVE]15,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,424,ChickOnePiece,"Chick One Piece","Wood Projects/Mini Signs/Easter;Wood Projects/One Piece Signs/Farm;Wood Projects/One Piece Signs/Easter;Wood Projects/One Piece Signs/Animals;Wood Projects/One Piece Signs/Spring;Wood Projects/One Piece Signs/Kids",1.0000,,30.00,0.00,0.00,0.00,30.00,0,0,none,0,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000," Chick One Piece",,,,New,0,,"Default Tax Class",,Chick,"Chick One Piece",,"Chick Wood Project",/chick/,,,Right,0,,1002,Chick__17562.jpg,w/081/Chick__17562.jpg,http://ez-peezie-crafts.mybigcommerce.com/product_images/w/081/Chick__17562.jpg,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,Easter,"Wood Projects/Mini Signs/Easter",847,Farm,"Wood Projects/One Piece Signs/Farm",851,Easter,"Wood Projects/One Piece Signs/Easter",880,Animals,"Wood Projects/One Piece Signs/Animals",922,Spring,"Wood Projects/One Piece Signs/Spring",923,Kids,"Wood Projects/One Piece Signs/Kids",,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,02/13/2021,02/24/2022
"  Rule",14913,,"[S]Wood Sign Project Type=One Piece Solid Wood 16x16",,,,[ADD]5,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",14914,,"[S]Wood Sign Project Type=One Piece 5x5",,,,[REMOVE]15,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,425,Friends,"Friends Gather Here","Wood Projects/Pallet Signs/Family & Friends;Wood Projects/Pallet Signs/Home",1.0000,,35.00,0.00,0.00,0.00,35.00,0,0,none,0,0,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,"Pallet Signs  Friends Gather Here","Pallet Signs",,,New,0,,"Default Tax Class",,"Friends Gather Here","Friends Gather Here",,"Friends Gather Here Wood Project",/friends-gather-here/,,,Right,0,,1003,Friends_Gather_Here__39548.JPG,u/852/Friends_Gather_Here__39548.JPG,http://ez-peezie-crafts.mybigcommerce.com/product_images/u/852/Friends_Gather_Here__39548.JPG,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,"Family & Friends","Wood Projects/Pallet Signs/Family & Friends",645,Home,"Wood Projects/Pallet Signs/Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,0,,0,,,,,,,,,,,,,,,,0,0,02/13/2021,01/02/2022
"  Rule",13336,,"[RB]Select Project Type=Pallet Board 11 x 36 (Two Boards)",,,,[ADD]5,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
